,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

16,,Rh,,,,19.0,,,,,ppm,,,0.590,,,,,1.16,,,3.49,,,,,,,,,,,,,,,,,,,
17,,Sr,,,,5.40,,,,,ppm,,,0.248,,,,,0.642,,,1.93,,,,,,,,,,,,,,,,,,,
18,,Cr,,,,ND,,,,,ppm,,,4.29,,,,,13.1,,,39.3,,,,,,,,,,,,,,,,,,,
19,,Au,,,,ND,,,,,ppm,,,1.32,,,,,3.99,,,12.0,,,,,,,,,,,,,,,,,,,
20,,Al,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,K,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Ti,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,V,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Se,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,Br,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,Rb,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,Y,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,Zr,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,Mo,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,Ru,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,Pd,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,Ag,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,Cd,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,Sn,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,Sb,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,Pt,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,Pb,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,Sc,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,Na,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,Mg,,,,ND,,,,,ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<Notes>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Sample Spectrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,







































,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
